city,country,continent,population,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm
Jakarta,Indonesia,Asia,10600000,2020,Bus,26.17,9.08,4,0.08452,0.00111812,0.000107613,1.01609
Jakarta,Indonesia,Asia,10600000,2020,Rail,4.872,14.16,4,0.024231,8.92E-06,1.69E-06,0.18468
Jakarta,Indonesia,Asia,10600000,2020,Bicycle,2.707,5.44,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2020,Walk,6.29,2.42,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2021,Car,23.192,11.53,4,0.18308,0.00038945,5.89E-05,2.38778
Jakarta,Indonesia,Asia,10600000,2021,Motorcycle,30.077,8.14,4,0.108642,0.0007039,8.36E-05,1.47772
Jakarta,Indonesia,Asia,10600000,2021,ElectricCar,1.825,14.51,4,0.030921,1.13E-05,2.91E-06,0.29933
Jakarta,Indonesia,Asia,10600000,2021,ElectricBike,3.664,6.82,4,0.004451,1.73E-06,4.57E-07,0.05113
Jakarta,Indonesia,Asia,10600000,2021,Bus,27.323,10.76,4,0.080202,0.001131,0.000106538,1.03263
Jakarta,Indonesia,Asia,10600000,2021,Rail,5.147,13.27,4,0.024703,8.47E-06,1.68E-06,0.18011
Jakarta,Indonesia,Asia,10600000,2021,Bicycle,2.909,5.07,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2021,Walk,5.864,2.58,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2022,Car,23.553,11.79,4,0.170867,0.00040094,5.32E-05,2.49659
Jakarta,Indonesia,Asia,10600000,2022,Motorcycle,29.043,7.82,4,0.099238,0.00069697,7.39E-05,1.47626
Jakarta,Indonesia,Asia,10600000,2022,ElectricCar,1.837,12.92,4,0.030831,1.06E-05,2.55E-06,0.31742
Jakarta,Indonesia,Asia,10600000,2022,ElectricBike,3.966,7.34,4,0.004419,1.66E-06,4.38E-07,0.04453
Jakarta,Indonesia,Asia,10600000,2022,Bus,28.43,10.69,4,0.084966,0.00097406,9.55E-05,1.00293
Jakarta,Indonesia,Asia,10600000,2022,Rail,4.521,14.38,4,0.024229,8.50E-06,1.58E-06,0.17025
Jakarta,Indonesia,Asia,10600000,2022,Bicycle,3.086,5.24,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2022,Walk,5.565,2.32,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2023,Car,24.244,13.05,4,0.177258,0.00036738,5.06E-05,2.33655
Jakarta,Indonesia,Asia,10600000,2023,Motorcycle,28.321,8.14,4,0.104256,0.00075848,7.70E-05,1.47507
Jakarta,Indonesia,Asia,10600000,2023,ElectricCar,1.894,13.41,4,0.030681,9.94E-06,2.62E-06,0.33261
Jakarta,Indonesia,Asia,10600000,2023,ElectricBike,4.253,7.38,4,0.004268,1.54E-06,3.92E-07,0.0432
Jakarta,Indonesia,Asia,10600000,2023,Bus,27.715,10.04,4,0.071624,0.00108116,9.05E-05,1.03473
Jakarta,Indonesia,Asia,10600000,2023,Rail,4.866,14.89,4,0.022511,8.30E-06,1.39E-06,0.16977
Jakarta,Indonesia,Asia,10600000,2023,Bicycle,2.833,4.88,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2023,Walk,5.874,2.63,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2024,Car,23.885,11.49,4,0.155309,0.00038258,5.16E-05,2.37777
Jakarta,Indonesia,Asia,10600000,2024,Motorcycle,28.451,8.58,4,0.100135,0.00063506,6.89E-05,1.54141
Jakarta,Indonesia,Asia,10600000,2024,ElectricCar,1.966,13.2,4,0.029188,1.06E-05,2.69E-06,0.31919
Jakarta,Indonesia,Asia,10600000,2024,ElectricBike,5.342,7.57,4,0.004291,1.52E-06,4.03E-07,0.04657
Jakarta,Indonesia,Asia,10600000,2024,Bus,26.86,10.5,4,0.075436,0.00095692,0.000104909,1.05997
Jakarta,Indonesia,Asia,10600000,2024,Rail,4.998,13.87,4,0.022678,8.12E-06,1.44E-06,0.1731
Jakarta,Indonesia,Asia,10600000,2024,Bicycle,2.696,5.18,4,0,0,0,0
Jakarta,Indonesia,Asia,10600000,2024,Walk,5.803,2.45,4,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2015,Car,9.138,11.8,3,0.187127,0.00044483,6.13E-05,2.44809
Dhaka,Bangladesh,Asia,22000000,2015,Motorcycle,21.214,8.67,3,0.115816,0.00089971,8.21E-05,1.69973
Dhaka,Bangladesh,Asia,22000000,2015,ElectricCar,1.085,13.66,3,0.033329,1.31E-05,3.15E-06,0.36177
Dhaka,Bangladesh,Asia,22000000,2015,ElectricBike,2.879,7.42,3,0.005478,1.87E-06,5.03E-07,0.05401
Dhaka,Bangladesh,Asia,22000000,2015,Bus,40.766,10.65,3,0.093676,0.00120854,0.000124029,1.09683
Dhaka,Bangladesh,Asia,22000000,2015,Rail,4.598,15.53,3,0.025402,9.12E-06,1.89E-06,0.20402
Dhaka,Bangladesh,Asia,22000000,2015,Bicycle,7.766,5.72,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2015,Walk,12.553,2.76,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2016,Car,9.307,12.64,2,0.195876,0.00044018,5.87E-05,2.56813
Dhaka,Bangladesh,Asia,22000000,2016,Motorcycle,20.276,9.27,2,0.113701,0.00075766,8.71E-05,1.5471
Dhaka,Bangladesh,Asia,22000000,2016,ElectricCar,1.099,13.13,2,0.029659,1.21E-05,2.76E-06,0.34131
Dhaka,Bangladesh,Asia,22000000,2016,ElectricBike,3.172,7.82,2,0.004877,2.04E-06,4.82E-07,0.0539
Dhaka,Bangladesh,Asia,22000000,2016,Bus,39.039,10.57,2,0.089368,0.00119762,0.000107657,1.09515
Dhaka,Bangladesh,Asia,22000000,2016,Rail,4.481,14.74,2,0.026093,9.01E-06,1.81E-06,0.19562
Dhaka,Bangladesh,Asia,22000000,2016,Bicycle,8.773,5.61,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2016,Walk,13.853,2.95,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2017,Car,9.599,12.93,2,0.186432,0.00044426,6.22E-05,2.50393
Dhaka,Bangladesh,Asia,22000000,2017,Motorcycle,19.191,8.56,2,0.117669,0.00073238,9.04E-05,1.51051
Dhaka,Bangladesh,Asia,22000000,2017,ElectricCar,1.254,12.79,2,0.033138,1.24E-05,3.18E-06,0.33967
Dhaka,Bangladesh,Asia,22000000,2017,ElectricBike,3.933,7.71,2,0.004811,2.01E-06,5.09E-07,0.04846
Dhaka,Bangladesh,Asia,22000000,2017,Bus,39.442,10.57,2,0.083685,0.00116314,9.92E-05,1.0124
Dhaka,Bangladesh,Asia,22000000,2017,Rail,4.977,14.28,2,0.025281,8.90E-06,1.83E-06,0.18203
Dhaka,Bangladesh,Asia,22000000,2017,Bicycle,8.201,5.33,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2017,Walk,13.404,3.09,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2018,Car,9.603,12.36,2,0.193911,0.00043876,6.07E-05,2.27369
Dhaka,Bangladesh,Asia,22000000,2018,Motorcycle,20.088,8.3,2,0.098909,0.0007883,9.19E-05,1.51574
Dhaka,Bangladesh,Asia,22000000,2018,ElectricCar,1.242,14.19,2,0.035701,1.18E-05,2.96E-06,0.33774
Dhaka,Bangladesh,Asia,22000000,2018,ElectricBike,4.576,8.01,2,0.004945,1.84E-06,4.76E-07,0.05219
Dhaka,Bangladesh,Asia,22000000,2018,Bus,39.315,9.74,2,0.087583,0.0011034,0.000123488,1.08951
Dhaka,Bangladesh,Asia,22000000,2018,Rail,5.1,13.68,2,0.026388,9.54E-06,1.79E-06,0.18389
Dhaka,Bangladesh,Asia,22000000,2018,Bicycle,7.756,5.18,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2018,Walk,12.32,2.69,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2019,Car,9.008,11.49,2,0.189895,0.00039381,6.29E-05,2.26082
Dhaka,Bangladesh,Asia,22000000,2019,Motorcycle,20.334,8.37,2,0.105011,0.00075268,8.43E-05,1.56978
Dhaka,Bangladesh,Asia,22000000,2019,ElectricCar,1.375,13.24,2,0.034483,1.18E-05,3.12E-06,0.34112
Dhaka,Bangladesh,Asia,22000000,2019,ElectricBike,4.343,7.62,2,0.005025,1.85E-06,4.85E-07,0.0493
Dhaka,Bangladesh,Asia,22000000,2019,Bus,40.682,9.9,2,0.078836,0.00097863,0.000115649,1.01201
Dhaka,Bangladesh,Asia,22000000,2019,Rail,4.745,15.28,2,0.025605,8.27E-06,1.81E-06,0.18737
Dhaka,Bangladesh,Asia,22000000,2019,Bicycle,7.056,5.29,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2019,Walk,12.456,2.82,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2020,Car,9.878,12.07,3,0.176321,0.00040774,5.62E-05,2.31471
Dhaka,Bangladesh,Asia,22000000,2020,Motorcycle,18.697,8.42,3,0.112121,0.00068619,8.24E-05,1.46026
Dhaka,Bangladesh,Asia,22000000,2020,ElectricCar,1.525,13.41,3,0.031508,1.19E-05,2.73E-06,0.32966
Dhaka,Bangladesh,Asia,22000000,2020,ElectricBike,4.814,7.57,3,0.005061,1.68E-06,5.24E-07,0.0495
Dhaka,Bangladesh,Asia,22000000,2020,Bus,40.421,10.2,3,0.091994,0.0010716,0.000104441,1.08074
Dhaka,Bangladesh,Asia,22000000,2020,Rail,4.451,14.48,3,0.024593,7.95E-06,1.79E-06,0.17589
Dhaka,Bangladesh,Asia,22000000,2020,Bicycle,7.728,5.54,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2020,Walk,12.486,2.69,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2021,Car,9.218,12.79,3,0.171552,0.00044919,4.94E-05,2.35366
Dhaka,Bangladesh,Asia,22000000,2021,Motorcycle,19.602,8.31,3,0.101503,0.00074753,7.73E-05,1.48399
Dhaka,Bangladesh,Asia,22000000,2021,ElectricCar,1.789,13.6,3,0.032411,1.08E-05,2.76E-06,0.33162
Dhaka,Bangladesh,Asia,22000000,2021,ElectricBike,5.726,7.58,3,0.004612,1.72E-06,4.50E-07,0.05074
Dhaka,Bangladesh,Asia,22000000,2021,Bus,36.877,10.58,3,0.086666,0.00108187,0.000105618,1.04693
Dhaka,Bangladesh,Asia,22000000,2021,Rail,5.278,14.05,3,0.022511,8.21E-06,1.62E-06,0.18506
Dhaka,Bangladesh,Asia,22000000,2021,Bicycle,8.173,5.68,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2021,Walk,13.336,2.77,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2022,Car,10.08,12.41,3,0.171765,0.00039255,5.47E-05,2.56921
Dhaka,Bangladesh,Asia,22000000,2022,Motorcycle,18.286,8.47,3,0.102995,0.00071417,7.94E-05,1.53261
Dhaka,Bangladesh,Asia,22000000,2022,ElectricCar,1.658,13.08,3,0.031212,1.11E-05,2.84E-06,0.29802
Dhaka,Bangladesh,Asia,22000000,2022,ElectricBike,5.43,7.73,3,0.004826,1.61E-06,4.62E-07,0.05296
Dhaka,Bangladesh,Asia,22000000,2022,Bus,39.304,9.8,3,0.082581,0.0011298,9.98E-05,1.04362
Dhaka,Bangladesh,Asia,22000000,2022,Rail,4.812,13.69,3,0.023382,8.89E-06,1.58E-06,0.17764
Dhaka,Bangladesh,Asia,22000000,2022,Bicycle,7.244,5.36,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2022,Walk,13.186,2.68,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2023,Car,9.972,12.3,2,0.18273,0.00039461,5.43E-05,2.40426
Dhaka,Bangladesh,Asia,22000000,2023,Motorcycle,19.101,8.72,2,0.099095,0.0006896,7.49E-05,1.51106
Dhaka,Bangladesh,Asia,22000000,2023,ElectricCar,1.873,13.44,2,0.028572,1.12E-05,2.66E-06,0.32879
Dhaka,Bangladesh,Asia,22000000,2023,ElectricBike,6.715,7.42,2,0.004948,1.45E-06,4.29E-07,0.0479
Dhaka,Bangladesh,Asia,22000000,2023,Bus,38.051,10.06,2,0.079133,0.0010392,0.000103274,0.98436
Dhaka,Bangladesh,Asia,22000000,2023,Rail,4.447,14.13,2,0.023815,8.39E-06,1.64E-06,0.17908
Dhaka,Bangladesh,Asia,22000000,2023,Bicycle,7.847,6,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2023,Walk,11.995,2.75,2,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2024,Car,8.931,12.71,3,0.176682,0.0003561,4.58E-05,2.20328
Dhaka,Bangladesh,Asia,22000000,2024,Motorcycle,18.819,8.22,3,0.099768,0.00062866,7.48E-05,1.41923
Dhaka,Bangladesh,Asia,22000000,2024,ElectricCar,1.76,13.34,3,0.030705,1.04E-05,2.69E-06,0.3285
Dhaka,Bangladesh,Asia,22000000,2024,ElectricBike,6.667,7.5,3,0.004524,1.60E-06,4.19E-07,0.04899
Dhaka,Bangladesh,Asia,22000000,2024,Bus,38.385,11.44,3,0.077942,0.00097133,0.000108397,0.9682
Dhaka,Bangladesh,Asia,22000000,2024,Rail,4.944,14.33,3,0.022054,8.03E-06,1.68E-06,0.18084
Dhaka,Bangladesh,Asia,22000000,2024,Bicycle,7.826,5.48,3,0,0,0,0
Dhaka,Bangladesh,Asia,22000000,2024,Walk,12.668,2.64,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2015,Car,15.039,12.07,4,0.175809,0.00043679,5.81E-05,2.70978
Karachi,Pakistan,Asia,16000000,2015,Motorcycle,26.421,7.97,4,0.11175,0.00081851,9.20E-05,1.54394
Karachi,Pakistan,Asia,16000000,2015,ElectricCar,0.94,13.25,4,0.033371,1.37E-05,3.21E-06,0.34277
Karachi,Pakistan,Asia,16000000,2015,ElectricBike,2.183,7.24,4,0.005442,1.92E-06,5.00E-07,0.04971
Karachi,Pakistan,Asia,16000000,2015,Bus,33.76,10.54,4,0.091079,0.00119686,0.000106933,1.09226
Karachi,Pakistan,Asia,16000000,2015,Rail,3.948,13.48,4,0.028288,9.92E-06,1.90E-06,0.19678
Karachi,Pakistan,Asia,16000000,2015,Bicycle,5.587,5.42,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2015,Walk,12.121,2.76,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2016,Car,14.648,12.18,3,0.193498,0.0004276,5.32E-05,2.39506
Karachi,Pakistan,Asia,16000000,2016,Motorcycle,25.104,9.02,3,0.116892,0.00084299,8.49E-05,1.59164
Karachi,Pakistan,Asia,16000000,2016,ElectricCar,1.092,13.46,3,0.035509,1.22E-05,2.85E-06,0.36339
Karachi,Pakistan,Asia,16000000,2016,ElectricBike,2.102,7.05,3,0.005125,1.96E-06,5.26E-07,0.0527
Karachi,Pakistan,Asia,16000000,2016,Bus,35.226,10.41,3,0.091517,0.00116695,0.000123467,1.07848
Karachi,Pakistan,Asia,16000000,2016,Rail,3.744,14.91,3,0.02624,9.45E-06,2.02E-06,0.20094
Karachi,Pakistan,Asia,16000000,2016,Bicycle,5.939,5.63,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2016,Walk,12.145,2.72,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2017,Car,14.57,12.99,4,0.194022,0.00044788,5.75E-05,2.43122
Karachi,Pakistan,Asia,16000000,2017,Motorcycle,24.235,7.97,4,0.106143,0.00079669,9.03E-05,1.48245
Karachi,Pakistan,Asia,16000000,2017,ElectricCar,1.141,12.92,4,0.033263,1.31E-05,3.10E-06,0.36166
Karachi,Pakistan,Asia,16000000,2017,ElectricBike,2.601,7.29,4,0.005071,1.99E-06,5.15E-07,0.05404
Karachi,Pakistan,Asia,16000000,2017,Bus,35.262,10.37,4,0.090316,0.00121898,0.000119711,1.15405
Karachi,Pakistan,Asia,16000000,2017,Rail,4.173,13.79,4,0.02716,9.39E-06,1.98E-06,0.18775
Karachi,Pakistan,Asia,16000000,2017,Bicycle,6.071,5.48,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2017,Walk,11.948,2.59,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2018,Car,14.67,12.95,4,0.183065,0.00043107,5.46E-05,2.13517
Karachi,Pakistan,Asia,16000000,2018,Motorcycle,25.406,9.49,4,0.109168,0.00069089,9.93E-05,1.44154
Karachi,Pakistan,Asia,16000000,2018,ElectricCar,1.3,12.71,4,0.03708,1.17E-05,3.03E-06,0.37348
Karachi,Pakistan,Asia,16000000,2018,ElectricBike,2.911,7.08,4,0.00498,1.98E-06,5.09E-07,0.05086
Karachi,Pakistan,Asia,16000000,2018,Bus,33.367,9.74,4,0.087088,0.00103122,0.000102261,1.07046
Karachi,Pakistan,Asia,16000000,2018,Rail,3.707,13.65,4,0.026785,9.20E-06,1.82E-06,0.19392
Karachi,Pakistan,Asia,16000000,2018,Bicycle,6.141,5.55,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2018,Walk,12.498,2.63,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2019,Car,14.567,12.2,2,0.194807,0.00042176,5.31E-05,2.59199
Karachi,Pakistan,Asia,16000000,2019,Motorcycle,25.384,8.31,2,0.105387,0.00068971,8.24E-05,1.50078
Karachi,Pakistan,Asia,16000000,2019,ElectricCar,1.219,12.79,2,0.032173,1.27E-05,2.97E-06,0.32459
Karachi,Pakistan,Asia,16000000,2019,ElectricBike,3.244,7.3,2,0.005014,1.81E-06,4.83E-07,0.051
Karachi,Pakistan,Asia,16000000,2019,Bus,33.563,10.22,2,0.081412,0.00113961,0.000105149,1.08631
Karachi,Pakistan,Asia,16000000,2019,Rail,4.204,13.64,2,0.02645,9.02E-06,1.86E-06,0.19321
Karachi,Pakistan,Asia,16000000,2019,Bicycle,5.94,5.82,2,0,0,0,0
Karachi,Pakistan,Asia,16000000,2019,Walk,11.879,2.72,2,0,0,0,0
Karachi,Pakistan,Asia,16000000,2020,Car,13.977,12.6,4,0.173769,0.00039211,5.47E-05,2.36328
Karachi,Pakistan,Asia,16000000,2020,Motorcycle,25.594,9.16,4,0.100428,0.00073627,7.63E-05,1.42642
Karachi,Pakistan,Asia,16000000,2020,ElectricCar,1.552,12.5,4,0.031902,1.29E-05,3.12E-06,0.34756
Karachi,Pakistan,Asia,16000000,2020,ElectricBike,3.34,7.07,4,0.00535,1.85E-06,4.20E-07,0.04761
Karachi,Pakistan,Asia,16000000,2020,Bus,33.095,10.36,4,0.081274,0.00111279,0.000107718,1.04695
Karachi,Pakistan,Asia,16000000,2020,Rail,4.129,15.48,4,0.024769,8.54E-06,1.73E-06,0.19326
Karachi,Pakistan,Asia,16000000,2020,Bicycle,5.697,5.52,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2020,Walk,12.617,2.46,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2021,Car,14.997,13.23,4,0.184351,0.00042108,4.62E-05,2.39732
Karachi,Pakistan,Asia,16000000,2021,Motorcycle,23.686,8.15,4,0.104109,0.00073033,8.60E-05,1.54796
Karachi,Pakistan,Asia,16000000,2021,ElectricCar,1.695,13.33,4,0.031946,1.21E-05,3.09E-06,0.32095
Karachi,Pakistan,Asia,16000000,2021,ElectricBike,3.546,7.36,4,0.004853,1.95E-06,4.68E-07,0.05147
Karachi,Pakistan,Asia,16000000,2021,Bus,33.503,10.83,4,0.080971,0.00114567,0.000106407,1.06484
Karachi,Pakistan,Asia,16000000,2021,Rail,3.779,14.79,4,0.024272,8.98E-06,1.77E-06,0.19234
Karachi,Pakistan,Asia,16000000,2021,Bicycle,5.902,5.42,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2021,Walk,12.892,2.57,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2022,Car,14.63,13.18,3,0.168384,0.00038432,4.63E-05,2.33141
Karachi,Pakistan,Asia,16000000,2022,Motorcycle,23.531,8.27,3,0.09433,0.00070093,7.97E-05,1.4209
Karachi,Pakistan,Asia,16000000,2022,ElectricCar,1.779,13.09,3,0.033009,1.10E-05,3.15E-06,0.33972
Karachi,Pakistan,Asia,16000000,2022,ElectricBike,3.801,7.34,3,0.004621,1.63E-06,4.45E-07,0.05115
Karachi,Pakistan,Asia,16000000,2022,Bus,35.56,10.74,3,0.080645,0.00092426,0.000101106,1.09933
Karachi,Pakistan,Asia,16000000,2022,Rail,4.128,14.73,3,0.024699,8.14E-06,1.84E-06,0.18846
Karachi,Pakistan,Asia,16000000,2022,Bicycle,5.872,5.63,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2022,Walk,10.7,2.58,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2023,Car,14.891,12.54,3,0.174892,0.0003785,4.90E-05,2.32833
Karachi,Pakistan,Asia,16000000,2023,Motorcycle,23.877,8.59,3,0.099004,0.00067119,7.73E-05,1.40908
Karachi,Pakistan,Asia,16000000,2023,ElectricCar,1.848,12.63,3,0.032744,1.13E-05,2.73E-06,0.33983
Karachi,Pakistan,Asia,16000000,2023,ElectricBike,4.276,7.25,3,0.004645,1.55E-06,4.62E-07,0.04751
Karachi,Pakistan,Asia,16000000,2023,Bus,33.632,10.51,3,0.081439,0.00098788,0.000101231,1.10097
Karachi,Pakistan,Asia,16000000,2023,Rail,3.827,14.81,3,0.022296,8.45E-06,1.67E-06,0.18435
Karachi,Pakistan,Asia,16000000,2023,Bicycle,6.155,5.35,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2023,Walk,11.494,2.7,3,0,0,0,0
Karachi,Pakistan,Asia,16000000,2024,Car,15.092,12.9,4,0.168672,0.00037457,4.71E-05,2.38503
Karachi,Pakistan,Asia,16000000,2024,Motorcycle,24.708,8.3,4,0.099141,0.00069472,6.96E-05,1.45937
Karachi,Pakistan,Asia,16000000,2024,ElectricCar,1.99,13.29,4,0.031933,1.11E-05,3.00E-06,0.33667
Karachi,Pakistan,Asia,16000000,2024,ElectricBike,4.544,7.45,4,0.00483,1.76E-06,4.15E-07,0.04786
Karachi,Pakistan,Asia,16000000,2024,Bus,31.925,10,4,0.077279,0.00104678,0.00010883,0.99417
Karachi,Pakistan,Asia,16000000,2024,Rail,4.017,14.43,4,0.023688,9.13E-06,1.74E-06,0.17586
Karachi,Pakistan,Asia,16000000,2024,Bicycle,5.698,5.23,4,0,0,0,0
Karachi,Pakistan,Asia,16000000,2024,Walk,12.026,2.58,4,0,0,0,0
Berlin,Germany,Europe,3600000,2015,Car,25.488,11.83,3,0.191789,0.00043503,6.18E-05,2.40677
Berlin,Germany,Europe,3600000,2015,Motorcycle,2.125,7.93,3,0.099585,0.00081306,9.50E-05,1.5509
Berlin,Germany,Europe,3600000,2015,ElectricCar,4.933,13.22,3,0.016867,7.58E-06,1.76E-06,0.20192
Berlin,Germany,Europe,3600000,2015,ElectricBike,2.92,6.81,3,0.002742,1.08E-06,2.61E-07,0.02684
Berlin,Germany,Europe,3600000,2015,Bus,12.691,9.64,3,0.085215,0.00121678,0.000102945,1.1281
Berlin,Germany,Europe,3600000,2015,Rail,30.131,12.69,3,0.014511,4.81E-06,1.08E-06,0.10578
Berlin,Germany,Europe,3600000,2015,Bicycle,18.82,4.49,3,0,0,0,0
Berlin,Germany,Europe,3600000,2015,Walk,2.893,2.18,3,0,0,0,0
Berlin,Germany,Europe,3600000,2016,Car,27.241,12.03,2,0.196072,0.00043461,6.34E-05,2.3088
Berlin,Germany,Europe,3600000,2016,Motorcycle,2.063,7.81,2,0.108356,0.00072578,8.98E-05,1.53102
Berlin,Germany,Europe,3600000,2016,ElectricCar,5.462,12.52,2,0.018238,7.03E-06,1.51E-06,0.18674
Berlin,Germany,Europe,3600000,2016,ElectricBike,3.58,6.69,2,0.002867,9.90E-07,2.82E-07,0.02712
Berlin,Germany,Europe,3600000,2016,Bus,12.121,10.02,2,0.090529,0.00114234,0.00010991,1.08271
Berlin,Germany,Europe,3600000,2016,Rail,29.555,14.57,2,0.014215,5.39E-06,9.87E-07,0.10506
Berlin,Germany,Europe,3600000,2016,Bicycle,16.889,4.64,2,0,0,0,0
Berlin,Germany,Europe,3600000,2016,Walk,3.088,2.04,2,0,0,0,0
Berlin,Germany,Europe,3600000,2017,Car,24.261,11.49,2,0.189916,0.00043207,6.32E-05,2.53079
Berlin,Germany,Europe,3600000,2017,Motorcycle,1.85,7.79,2,0.122965,0.00078898,8.26E-05,1.47603
Berlin,Germany,Europe,3600000,2017,ElectricCar,5.903,12.65,2,0.018832,6.80E-06,1.70E-06,0.17411
Berlin,Germany,Europe,3600000,2017,ElectricBike,3.703,6.7,2,0.002853,1.06E-06,2.88E-07,0.02661
Berlin,Germany,Europe,3600000,2017,Bus,12.154,9.2,2,0.083548,0.00119733,0.000127127,1.06144
Berlin,Germany,Europe,3600000,2017,Rail,30.645,13.27,2,0.014054,4.81E-06,9.40E-07,0.10027
Berlin,Germany,Europe,3600000,2017,Bicycle,18.65,4.66,2,0,0,0,0
Berlin,Germany,Europe,3600000,2017,Walk,2.835,2.12,2,0,0,0,0
Berlin,Germany,Europe,3600000,2018,Car,26.275,11.21,3,0.196971,0.00042124,5.62E-05,2.57028
Berlin,Germany,Europe,3600000,2018,Motorcycle,1.949,8.16,3,0.103254,0.00071584,8.62E-05,1.54316
Berlin,Germany,Europe,3600000,2018,ElectricCar,6.516,12.38,3,0.018745,6.56E-06,1.52E-06,0.17909
Berlin,Germany,Europe,3600000,2018,ElectricBike,4.12,6.65,3,0.002793,9.20E-07,2.86E-07,0.02763
Berlin,Germany,Europe,3600000,2018,Bus,11.194,10.39,3,0.094344,0.00115433,0.000121268,1.11021
Berlin,Germany,Europe,3600000,2018,Rail,30.328,13.06,3,0.013429,4.68E-06,1.03E-06,0.10264
Berlin,Germany,Europe,3600000,2018,Bicycle,16.87,5.11,3,0,0,0,0
Berlin,Germany,Europe,3600000,2018,Walk,2.748,2.15,3,0,0,0,0
Berlin,Germany,Europe,3600000,2019,Car,24.244,12.52,3,0.169765,0.00044526,5.30E-05,2.33665
Berlin,Germany,Europe,3600000,2019,Motorcycle,1.94,7.41,3,0.112432,0.00079838,8.50E-05,1.53861
Berlin,Germany,Europe,3600000,2019,ElectricCar,7.218,13.29,3,0.018637,6.57E-06,1.59E-06,0.17421
Berlin,Germany,Europe,3600000,2019,ElectricBike,4.685,6.44,3,0.002756,1.06E-06,2.31E-07,0.02745
Berlin,Germany,Europe,3600000,2019,Bus,12.609,9.52,3,0.085996,0.00105995,0.000110204,1.06441
Berlin,Germany,Europe,3600000,2019,Rail,29.881,14.35,3,0.01373,5.08E-06,1.12E-06,0.09579
Berlin,Germany,Europe,3600000,2019,Bicycle,16.522,4.77,3,0,0,0,0
Berlin,Germany,Europe,3600000,2019,Walk,2.901,2.04,3,0,0,0,0
Berlin,Germany,Europe,3600000,2020,Car,24.159,11.81,3,0.18757,0.00043996,5.55E-05,2.34982
Berlin,Germany,Europe,3600000,2020,Motorcycle,2.089,7.17,3,0.103921,0.00082321,7.93E-05,1.42448
Berlin,Germany,Europe,3600000,2020,ElectricCar,8.036,12.92,3,0.019418,6.49E-06,1.73E-06,0.19698
Berlin,Germany,Europe,3600000,2020,ElectricBike,5.205,6.51,3,0.00261,1.01E-06,2.59E-07,0.02696
Berlin,Germany,Europe,3600000,2020,Bus,10.809,10.04,3,0.079999,0.00106595,0.000106457,1.09364
Berlin,Germany,Europe,3600000,2020,Rail,30.646,13.84,3,0.013164,4.56E-06,8.66E-07,0.09574
Berlin,Germany,Europe,3600000,2020,Bicycle,16.454,4.6,3,0,0,0,0
